tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_minutes,confidence_score,cvalue
110+05755,6/14/13 14:00,26.27,26,34,0.5,30,100
110-04614,6/14/13 14:00,64.27,56,64,0.16,30,100
110N04131,6/14/13 14:00,48.47,43,52,0.5,30,100
110-10237,6/14/13 14:00,23,23,32,0.16,20,0
110+04303,6/14/13 14:00,58.33,50,60,0.09,30,95.33
110N04161,6/14/13 14:00,50.73,45,47,0.03,30,100
110+04131,6/14/13 14:00,47.13,28,47,0.01,30,97.6
110P04645,6/14/13 14:00,63.8,57,61,0.75,30,100
110P04131,6/14/13 14:00,42.33,32,47,0.61,30,100
110-05756,6/14/13 14:00,35.8,37,38,0.75,30,100
110+04614,6/14/13 14:00,59.07,48,62,0.15,30,100
110+10238,6/14/13 14:00,30.33,29,32,0.12,30,100
110+05757,6/14/13 14:00,34.13,36,38,0.78,30,77.87
110N04645,6/14/13 14:00,62.07,54,62,0.59,30,98.67
110P04131,6/14/13 14:15,41.2,32,47,0.63,30,100
110+04303,6/14/13 14:15,58.27,50,60,0.09,30,100
110-04614,6/14/13 14:15,62,56,64,0.16,30,100
110N04645,6/14/13 14:15,65.6,54,62,0.56,30,77
110+05757,6/14/13 14:15,35.53,36,38,0.75,30,100
110-05754,6/14/13 14:15,38.6,31,36,0.34,30,82.13
110+10238,6/14/13 14:15,30.07,29,32,0.12,30,100
110P04645,6/14/13 14:15,63.4,57,61,0.76,30,100
110-05756,6/14/13 14:15,35.93,37,38,0.75,30,100
110N04161,6/14/13 14:15,45.73,45,47,0.03,30,92.53
110+04131,6/14/13 14:15,44.6,28,47,0.01,30,84.6
110+05755,6/14/13 14:15,28,26,34,0.47,30,100
110P04161,6/14/13 14:15,47.2,40,42,0.03,30,60.07
110+04614,6/14/13 14:15,41.6,48,62,0.21,30,100
110N04131,6/14/13 14:15,47.4,43,52,0.51,30,100
110-10237,6/14/13 14:15,23,23,32,0.16,20,0
110P04161,6/14/13 14:30,41.6,40,42,0.03,30,100
110+05755,6/14/13 14:30,30.07,26,34,0.44,30,100
110+04614,6/14/13 14:30,28.53,48,62,0.3,30,100
110-10237,6/14/13 14:30,23,23,32,0.16,20,0
110N04645,6/14/13 14:30,63.93,54,62,0.57,30,99.93
110+05757,6/14/13 14:30,34.6,36,38,0.77,30,100
110-05754,6/14/13 14:30,37.93,31,36,0.35,30,84.13
110+10238,6/14/13 14:30,29.27,29,32,0.12,30,100
110P04645,6/14/13 14:30,62.6,57,61,0.77,30,100
110-05756,6/14/13 14:30,37.33,37,38,0.72,30,100
110N04161,6/14/13 14:30,33.67,45,47,0.04,30,51
110+04131,6/14/13 14:30,47,28,47,0.01,30,90.2
110+04303,6/14/13 14:30,51.53,50,60,0.1,30,100
110P04131,6/14/13 14:30,43.2,32,47,0.6,30,100
110-04614,6/14/13 14:30,55.87,56,64,0.18,30,100
110N04131,6/14/13 14:30,45.6,43,52,0.53,30,100
110+04303,6/14/13 14:45,53.33,50,60,0.1,30,100
110P04131,6/14/13 14:45,40.6,32,47,0.64,30,95.6
110N04645,6/14/13 14:45,60.8,54,62,0.6,30,90.53
110+05755,6/14/13 14:45,32.13,26,34,0.41,30,100
110-04614,6/14/13 14:45,52.6,56,64,0.19,30,100
110N04131,6/14/13 14:45,45.67,43,52,0.53,30,100
110P04161,6/14/13 14:45,39.47,40,42,0.03,30,100
110-05756,6/14/13 14:45,37.33,37,38,0.72,30,100
110P04645,6/14/13 14:45,63.6,57,61,0.76,30,100
110N04161,6/14/13 14:45,47.8,45,47,0.03,29.33,93.33
110-05754,6/14/13 14:45,32.33,31,36,0.41,30,100
110+05757,6/14/13 14:45,36,36,38,0.74,22,20
110+10238,6/14/13 14:45,30.6,29,32,0.12,29.33,93.33
110+04131,6/14/13 14:45,46.13,28,47,0.01,30,59.73
110-10237,6/14/13 14:45,23.4,23,32,0.15,21.33,6.67
110+04614,6/14/13 14:45,21.87,48,62,0.39,30,100
110P04131,6/14/13 15:00,40.53,30,47,0.64,30,100
110+05755,6/14/13 15:00,23.2,25,34,0.57,30,100
110N04161,6/14/13 15:00,53.33,45,47,0.03,30,94.67
110+10238,6/14/13 15:00,30.13,30,32,0.12,25.33,53.33
110-05756,6/14/13 15:00,34.8,36,38,0.77,30,100
110P04645,6/14/13 15:00,62.33,48,61,0.77,30,100
110+04303,6/14/13 15:00,53.4,44,60,0.1,30,100
110N04131,6/14/13 15:00,45.67,38,52,0.53,30,100
110+04131,6/14/13 15:00,53.53,27,47,0.01,30,74.67
110+04614,6/14/13 15:00,20.87,29,62,0.41,30,100
110P04161,6/14/13 15:00,32.33,39,42,0.04,30,67.47
110-10237,6/14/13 15:00,27.2,29,32,0.13,30,100
110N04645,6/14/13 15:00,54.07,52,62,0.68,30,100
110-04614,6/14/13 15:00,51.87,45,64,0.19,30,100
110-05754,6/14/13 15:00,34,30,36,0.39,30,99
110+05757,6/14/13 15:00,36,36,38,0.74,24,40
110-04614,6/14/13 15:15,34.33,45,64,0.29,30,100
110-05756,6/14/13 15:15,34,36,38,0.79,30,100
110P04645,6/14/13 15:15,63.73,48,61,0.75,30,100
110+10238,6/14/13 15:15,30,30,32,0.12,20,0
110+04614,6/14/13 15:15,13.4,29,62,0.64,30,58.2
110P04161,6/14/13 15:15,39,39,42,0.03,30,100
110-05754,6/14/13 15:15,32.67,30,36,0.4,30,100
110N04131,6/14/13 15:15,44.93,38,52,0.54,30,100
110-10237,6/14/13 15:15,29.93,29,32,0.12,29.33,93.33
110+05757,6/14/13 15:15,35.87,36,38,0.74,27.33,73.33
110P04131,6/14/13 15:15,39.47,30,47,0.66,30,95
110N04645,6/14/13 15:15,61.4,52,62,0.6,30,100
110+04131,6/14/13 15:15,44.2,27,47,0.01,30,87.53
110+05755,6/14/13 15:15,29.73,25,34,0.44,30,100
110+04303,6/14/13 15:15,56.67,44,60,0.09,30,100
110N04161,6/14/13 15:15,37.73,45,47,0.04,30,84.13
110P04131,6/14/13 15:30,33.4,30,47,0.77,30,100
110+04303,6/14/13 15:30,53.27,44,60,0.1,30,100
110-04614,6/14/13 15:30,31.87,45,64,0.31,30,100
110-05756,6/14/13 15:30,34.93,36,38,0.77,30,100
110P04645,6/14/13 15:30,65,48,61,0.74,30,94.53
110N04161,6/14/13 15:30,43.93,45,47,0.03,30,74.93
110+05755,6/14/13 15:30,24.47,25,34,0.54,30,100
110+04614,6/14/13 15:30,15.13,29,62,0.57,30,100
110P04161,6/14/13 15:30,39.6,39,42,0.03,30,100
110+04131,6/14/13 15:30,34.73,27,47,0.01,30,98.93
110N04131,6/14/13 15:30,41.87,38,52,0.58,30,100
110N04645,6/14/13 15:30,21.2,52,62,1.73,30,47.73
110-05754,6/14/13 15:30,31.6,30,36,0.42,30,100
110+05757,6/14/13 15:30,36.53,36,38,0.73,30,100
110-10237,6/14/13 15:30,29,29,32,0.12,20,0
110+10238,6/14/13 15:30,30,30,32,0.12,20,0
110+05757,6/14/13 15:45,37.2,36,38,0.72,30,100
110+04614,6/14/13 15:45,17.6,29,62,0.49,30,100
110+04131,6/14/13 15:45,27.27,27,47,0.02,30,99.6
110P04161,6/14/13 15:45,40.27,39,42,0.03,30,94.27
110+10238,6/14/13 15:45,30,30,32,0.12,20,0
110-10237,6/14/13 15:45,27.67,29,32,0.13,30,100
110N04645,6/14/13 15:45,8.13,52,62,4.51,30,83
110N04131,6/14/13 15:45,45.87,38,52,0.53,30,94.4
110-04614,6/14/13 15:45,33.2,45,64,0.3,30,100
110P04645,6/14/13 15:45,64.33,48,61,0.75,30,100
110+04303,6/14/13 15:45,52.73,44,60,0.1,30,98.33
110-05756,6/14/13 15:45,33.67,36,38,0.8,30,100
110P04131,6/14/13 15:45,24.2,30,47,1.07,30,100
110N04161,6/14/13 15:45,47.27,45,47,0.03,30,100
110+05755,6/14/13 15:45,20,25,34,0.66,30,100
110-05754,6/14/13 15:45,33.93,30,36,0.39,30,93.87
110+04303,6/14/13 16:00,58.07,36,60,0.09,30,79.07
110N04161,6/14/13 16:00,41.8,44,47,0.03,30,100
110+05755,6/14/13 16:00,23.2,22,34,0.57,30,100
110P04645,6/14/13 16:00,63.2,49,61,0.76,30,100
110-05756,6/14/13 16:00,34.6,36,38,0.78,30,100
110P04161,6/14/13 16:00,38.87,37,42,0.03,30,100
110P04131,6/14/13 16:00,25.93,25,47,1,30,100
110+04614,6/14/13 16:00,14.33,19,62,0.6,30,100
110N04645,6/14/13 16:00,17,49,62,2.16,30,92.27
110-04614,6/14/13 16:00,33.73,32,64,0.3,30,100
110+10238,6/14/13 16:00,28.13,28,32,0.13,20.67,0
110+05757,6/14/13 16:00,34,35,38,0.78,30,100
110-05754,6/14/13 16:00,37.07,29,36,0.36,30,94.8
110-10237,6/14/13 16:00,30,30,32,0.12,25.33,53.33
110N04131,6/14/13 16:00,39.4,37,52,0.62,30,100
110+04131,6/14/13 16:00,33.4,24,47,0.01,30,75.67
110+04131,6/14/13 16:15,41.13,24,47,0.01,30,67.53
110P04131,6/14/13 16:15,38.87,25,47,0.67,30,42.87
110-05754,6/14/13 16:15,36.07,29,36,0.37,30,81.4
110P04161,6/14/13 16:15,38.8,37,42,0.03,30,100
110+05757,6/14/13 16:15,34.6,35,38,0.77,30,100
110N04131,6/14/13 16:15,42,37,52,0.58,30,71.07
110N04645,6/14/13 16:15,19.13,49,62,1.92,30,64
110-04614,6/14/13 16:15,32.53,32,64,0.31,30,100
110-05756,6/14/13 16:15,36,36,38,0.75,30,100
110P04645,6/14/13 16:15,64.47,49,61,0.75,30,100
110+05755,6/14/13 16:15,17.13,22,34,0.77,30,88.27
110+04614,6/14/13 16:15,15.13,19,62,0.57,30,100
110N04161,6/14/13 16:15,41.87,44,47,0.03,30,100
110+04303,6/14/13 16:15,51.47,36,60,0.1,30,100
110-10237,6/14/13 16:15,27.6,30,32,0.13,28,80
110+10238,6/14/13 16:15,30.4,28,32,0.12,30,100
110N04131,6/14/13 16:30,38.13,37,52,0.64,30,100
110-04614,6/14/13 16:30,33.47,32,64,0.3,30,100
110-05754,6/14/13 16:30,32.33,29,36,0.41,30,100
110+04131,6/14/13 16:30,36.07,24,47,0.01,30,89.53
110+05755,6/14/13 16:30,9.93,22,34,1.33,30,63.53
110N04645,6/14/13 16:30,24.47,49,62,1.5,30,47.07
110P04161,6/14/13 16:30,38.93,37,42,0.03,30,100
110P04131,6/14/13 16:30,18.2,25,47,1.42,30,100
110+05757,6/14/13 16:30,32.27,35,38,0.83,30,100
110+04614,6/14/13 16:30,16.53,19,62,0.52,30,100
110-05756,6/14/13 16:30,35.47,36,38,0.76,30,100
110+10238,6/14/13 16:30,28,28,32,0.13,20,0
110P04645,6/14/13 16:30,63.67,49,61,0.75,30,100
110-10237,6/14/13 16:30,29,30,32,0.12,30,100
110N04161,6/14/13 16:30,39.73,44,47,0.04,30,35.4
110+04303,6/14/13 16:30,39.33,36,60,0.13,30,100
110N04131,6/14/13 16:45,45.47,37,52,0.54,30,88.67
110P04131,6/14/13 16:45,13.33,25,47,1.94,30,100
110-04614,6/14/13 16:45,31.07,32,64,0.32,30,100
110+04303,6/14/13 16:45,18.33,36,60,0.28,30,42
110P04645,6/14/13 16:45,61,49,61,0.79,30,100
110-05756,6/14/13 16:45,35.27,36,38,0.76,30,100
110N04161,6/14/13 16:45,43.13,44,47,0.03,30,100
110+04131,6/14/13 16:45,14,24,47,0.03,30,48.6
110N04645,6/14/13 16:45,19.33,49,62,1.9,30,90.73
110+05757,6/14/13 16:45,35,35,38,0.76,30,100
110-05754,6/14/13 16:45,29.13,29,36,0.45,30,100
110+10238,6/14/13 16:45,28,28,32,0.13,20,0
110+04614,6/14/13 16:45,18.33,19,62,0.47,30,100
110P04161,6/14/13 16:45,40.4,37,42,0.03,30,100
110+05755,6/14/13 16:45,13.8,22,34,0.96,30,94.6
110-10237,6/14/13 16:45,29.33,30,32,0.12,26.67,66.67
110+10238,6/14/13 17:00,27,27,32,0.13,20,0
110N04161,6/14/13 17:00,42.6,43,47,0.03,30,100
110P04131,6/14/13 17:00,12.87,24,47,2.01,30,89.13
110+04131,6/14/13 17:00,14.6,24,47,0.03,30,71.13
110P04645,6/14/13 17:00,63.27,54,61,0.76,30,100
110-10237,6/14/13 17:00,29.87,29,32,0.12,30,100
110+05755,6/14/13 17:00,13.2,17,34,1,30,100
110-05756,6/14/13 17:00,35.53,36,38,0.76,30,100
110+04303,6/14/13 17:00,16.87,38,60,0.3,30,60.8
110-05754,6/14/13 17:00,34.47,28,36,0.38,30,100
110N04131,6/14/13 17:00,21.73,31,52,1.12,30,39.8
110N04645,6/14/13 17:00,19.13,48,62,1.92,30,89.67
110+04614,6/14/13 17:00,16,22,62,0.54,30,100
110-04614,6/14/13 17:00,33.07,32,64,0.3,30,100
110+05757,6/14/13 17:00,35.67,35,38,0.75,30,100
110P04161,6/14/13 17:00,40.33,35,42,0.03,30,99.73
110+04303,6/14/13 17:15,23.8,38,60,0.22,30,97.27
110+10238,6/14/13 17:15,27,27,32,0.13,20,0
110P04645,6/14/13 17:15,64.87,54,61,0.74,30,100
110-04614,6/14/13 17:15,33.8,32,64,0.3,30,100
110-05756,6/14/13 17:15,35.13,36,38,0.77,30,100
110N04161,6/14/13 17:15,43.87,43,47,0.03,30,100
110P04131,6/14/13 17:15,8.6,24,47,3.01,30,69.07
110N04131,6/14/13 17:15,21.13,31,52,1.15,30,91.8
110+04131,6/14/13 17:15,13.4,24,47,0.03,30,95.2
110-10237,6/14/13 17:15,30,29,32,0.12,30,100
110+05755,6/14/13 17:15,8.47,17,34,1.56,30,78.8
110P04161,6/14/13 17:15,39.27,35,42,0.03,30,99.53
110N04645,6/14/13 17:15,18.67,48,62,1.96,30,87.13
110+05757,6/14/13 17:15,35.67,35,38,0.75,30,100
110-05754,6/14/13 17:15,27.2,28,36,0.49,30,100
110+04614,6/14/13 17:15,18.07,22,62,0.48,30,100
110+05755,6/14/13 17:30,6.4,17,34,2.06,30,71.2
110P04161,6/14/13 17:30,40,35,42,0.03,30,96.93
110-10237,6/14/13 17:30,29.27,29,32,0.12,22.67,26.67
110-05756,6/14/13 17:30,37.4,36,38,0.72,30,100
110-04614,6/14/13 17:30,37.2,32,64,0.27,30,100
110P04131,6/14/13 17:30,7.6,24,47,3.41,30,82.47
110+04614,6/14/13 17:30,20.13,22,62,0.43,30,100
110+10238,6/14/13 17:30,27,27,32,0.13,20,0
110+05757,6/14/13 17:30,35,35,38,0.76,30,100
110-05754,6/14/13 17:30,27.87,28,36,0.47,30,100
110N04645,6/14/13 17:30,19.67,48,62,1.86,30,96.2
110+04303,6/14/13 17:30,37.53,38,60,0.14,20.67,6.67
110N04131,6/14/13 17:30,18.2,31,52,1.34,30,88.07
110N04161,6/14/13 17:30,41.6,43,47,0.03,30,100
110+04131,6/14/13 17:30,13,24,47,0.04,30,100
110P04645,6/14/13 17:30,62.93,54,61,0.76,30,100
110-05754,6/14/13 17:45,33.73,28,36,0.39,30,83.27
110-04614,6/14/13 17:45,36.27,32,64,0.28,30,100
110+05757,6/14/13 17:45,35.13,35,38,0.76,30,100
110+04131,6/14/13 17:45,14.8,24,47,0.03,30,100
110N04161,6/14/13 17:45,16.47,43,47,0.09,30,17.4
110+05755,6/14/13 17:45,6.27,17,34,2.11,30,93.53
110N04645,6/14/13 17:45,22.53,48,62,1.63,30,79.53
110-05756,6/14/13 17:45,37.13,36,38,0.73,30,100
110-10237,6/14/13 17:45,28.53,29,32,0.13,23.33,33.33
110P04645,6/14/13 17:45,64.67,54,61,0.74,30,100
110+04303,6/14/13 17:45,29.53,38,60,0.17,27.33,73.33
110N04131,6/14/13 17:45,16.07,31,52,1.52,30,90.93
110+10238,6/14/13 17:45,25.53,27,32,0.14,23.33,20
110P04161,6/14/13 17:45,39.53,35,42,0.03,30,97
110P04131,6/14/13 17:45,9.53,24,47,2.72,30,95.93
110+04614,6/14/13 17:45,17.33,22,62,0.5,30,100
110+04614,6/14/13 18:00,15.13,27,62,0.57,30,100
110+05755,6/14/13 18:00,8.27,14,34,1.6,30,97.93
110N04161,6/14/13 18:00,40.53,42,47,0.03,30,100
110+04303,6/14/13 18:00,20.87,41,60,0.25,30,61.87
110P04161,6/14/13 18:00,37.53,30,42,0.03,30,81.2
110+04131,6/14/13 18:00,16.13,27,47,0.03,30,100
110-05756,6/14/13 18:00,31.53,35,38,0.85,30,67.13
110P04645,6/14/13 18:00,62.53,57,61,0.77,30,100
110-04614,6/14/13 18:00,33.33,37,64,0.3,30,100
110N04131,6/14/13 18:00,26.6,29,52,0.92,30,100
110N04645,6/14/13 18:00,23.73,51,62,1.54,30,79.73
110P04131,6/14/13 18:00,18.33,29,47,1.41,30,100
110-10237,6/14/13 18:00,25.87,27,32,0.14,30,100
110+10238,6/14/13 18:00,22.13,23,32,0.16,28.67,86.67
110+05757,6/14/13 18:00,35,35,38,0.76,29.33,93.33
110-05754,6/14/13 18:00,29.67,27,36,0.45,30,100
110+05757,6/14/13 18:15,32.2,35,38,0.83,28,59.53
110N04131,6/14/13 18:15,38.53,29,52,0.63,30,80.13
110P04131,6/14/13 18:15,21.73,29,47,1.19,30,100
110-10237,6/14/13 18:15,20.13,27,32,0.18,30,66.27
110P04161,6/14/13 18:15,44.4,30,42,0.03,30,69.93
110+05755,6/14/13 18:15,12.87,14,34,1.03,30,100
110+04614,6/14/13 18:15,14.6,27,62,0.59,30,93.2
110+04303,6/14/13 18:15,18.67,41,60,0.27,30,77.73
110-05754,6/14/13 18:15,31.27,27,36,0.42,30,95.6
110+10238,6/14/13 18:15,23,23,32,0.16,20,0
110N04645,6/14/13 18:15,21.87,51,62,1.68,30,96.6
110+04131,6/14/13 18:15,20.6,27,47,0.02,30,100
110-04614,6/14/13 18:15,39.33,37,64,0.25,30,100
110P04645,6/14/13 18:15,64.53,57,61,0.74,30,100
110-05756,6/14/13 18:15,33.47,35,38,0.81,30,76.07
110N04161,6/14/13 18:15,48.13,42,47,0.03,30,100
110P04645,6/14/13 18:30,67.13,57,61,0.72,30,100
110+04614,6/14/13 18:30,14.93,27,62,0.58,30,100
110+05755,6/14/13 18:30,13.13,14,34,1.01,30,100
110P04161,6/14/13 18:30,38.6,30,42,0.03,30,100
110-10237,6/14/13 18:30,26.73,27,32,0.13,27.33,61.33
110N04131,6/14/13 18:30,43.93,29,52,0.55,30,83.8
110-04614,6/14/13 18:30,52.07,37,64,0.19,30,100
110P04131,6/14/13 18:30,20.4,29,47,1.27,30,100
110+04303,6/14/13 18:30,19.6,41,60,0.26,30,90.8
110N04161,6/14/13 18:30,41.67,42,47,0.03,30,100
110-05756,6/14/13 18:30,37.67,35,38,0.72,26.67,66.67
110+04131,6/14/13 18:30,19.67,27,47,0.02,30,100
110N04645,6/14/13 18:30,23.53,51,62,1.56,30,95.53
110+10238,6/14/13 18:30,23,23,32,0.16,20,0
110+05757,6/14/13 18:30,33.6,35,38,0.79,30,89.73
110-05754,6/14/13 18:30,34.53,27,36,0.38,30,81.07
110N04161,6/14/13 18:45,40.8,42,47,0.03,30,100
110-10237,6/14/13 18:45,27,27,32,0.13,20,0
110P04161,6/14/13 18:45,36,30,42,0.04,30,100
110+05755,6/14/13 18:45,23.33,14,34,0.57,30,56.67
110N04131,6/14/13 18:45,47.2,29,52,0.52,30,83.13
110P04131,6/14/13 18:45,27.47,29,47,0.94,30,100
110-04614,6/14/13 18:45,57.87,37,64,0.17,30,100
110+04303,6/14/13 18:45,47.07,41,60,0.11,30,99.73
110N04645,6/14/13 18:45,27.67,51,62,1.33,30,77.67
110+05757,6/14/13 18:45,35,35,38,0.76,28.67,86.67
110-05754,6/14/13 18:45,34.13,27,36,0.39,30,75.07
110+10238,6/14/13 18:45,23,23,32,0.16,20,0
110P04645,6/14/13 18:45,67.93,57,61,0.71,30,90.33
110+04614,6/14/13 18:45,18.2,27,62,0.47,30,90.07
110-05756,6/14/13 18:45,34.93,35,38,0.77,30,100
110+04131,6/14/13 18:45,26.4,27,47,0.02,30,100
110P04131,6/14/13 19:00,41.53,36,47,0.62,30,100
110N04131,6/14/13 19:00,47.13,43,52,0.52,30,96
110+04131,6/14/13 19:00,29.93,31,47,0.02,30,100
110-04614,6/14/13 19:00,59.33,52,64,0.17,30,100
110+04303,6/14/13 19:00,48.33,55,60,0.11,30,100
110P04161,6/14/13 19:00,37.4,37,42,0.03,30,100
110+04614,6/14/13 19:00,22.33,46,62,0.39,30,79.4
110+10238,6/14/13 19:00,27,27,32,0.13,20,0
110+05757,6/14/13 19:00,36,36,38,0.74,22.67,26.67
110-05754,6/14/13 19:00,29.53,29,36,0.45,30,100
110+05755,6/14/13 19:00,25.47,20,34,0.52,30,93.87
110-10237,6/14/13 19:00,30,30,32,0.12,20,0
110N04161,6/14/13 19:00,40.33,43,47,0.04,30,100
110P04645,6/14/13 19:00,66.33,60,61,0.72,30,100
110N04645,6/14/13 19:00,23.07,52,62,1.59,30,98.4
110-05756,6/14/13 19:00,33.13,35,38,0.81,30,100
110N04161,6/14/13 19:15,41.93,43,47,0.03,30,100
110+05757,6/14/13 19:15,34.67,36,38,0.77,30,93.07
110N04645,6/14/13 19:15,24.33,52,62,1.51,30,98.73
110P04131,6/14/13 19:15,40.87,36,47,0.63,30,100
110-04614,6/14/13 19:15,66.73,52,64,0.15,30,100
110+04303,6/14/13 19:15,54.4,55,60,0.09,30,100
110-05756,6/14/13 19:15,35,35,38,0.77,30,100
110-10237,6/14/13 19:15,30,30,32,0.12,20,0
110P04645,6/14/13 19:15,67.27,60,61,0.71,30,98.8
110N04131,6/14/13 19:15,51.73,43,52,0.47,30,82.8
110+04131,6/14/13 19:15,44.33,31,47,0.01,30,100
110+04614,6/14/13 19:15,22.67,46,62,0.38,30,85.53
110+05755,6/14/13 19:15,22.8,20,34,0.58,30,100
110P04161,6/14/13 19:15,39,37,42,0.03,30,100
110+10238,6/14/13 19:15,27,27,32,0.13,20,0
110-05754,6/14/13 19:15,38.27,29,36,0.35,30,55.8
110P04645,6/14/13 19:30,62.73,60,61,0.77,30,100
110N04161,6/14/13 19:30,37.13,43,47,0.04,30,100
110+04131,6/14/13 19:30,39.13,31,47,0.01,30,100
110+05757,6/14/13 19:30,33.8,36,38,0.79,30,93.47
110-05756,6/14/13 19:30,35,35,38,0.77,20.67,6.67
110N04131,6/14/13 19:30,50.6,43,52,0.48,30,97.93
110P04131,6/14/13 19:30,37.07,36,47,0.7,30,100
110P04161,6/14/13 19:30,37.67,37,42,0.03,26.67,63.13
110+05755,6/14/13 19:30,28.53,20,34,0.46,30,100
110-05754,6/14/13 19:30,38.07,29,36,0.35,30,73.27
110+10238,6/14/13 19:30,27,27,32,0.13,20,0
110N04645,6/14/13 19:30,53.53,52,62,0.68,30,96.53
110-10237,6/14/13 19:30,30,30,32,0.12,20,0
110-04614,6/14/13 19:30,66.47,52,64,0.15,30,100
110+04614,6/14/13 19:30,24.33,46,62,0.35,30,100
110+04303,6/14/13 19:30,54.27,55,60,0.09,30,100
110+04303,6/14/13 19:45,59.2,55,60,0.09,26.67,66.67
110N04161,6/14/13 19:45,45.13,43,47,0.03,30,100
110P04645,6/14/13 19:45,61.53,60,61,0.78,30,100
110-05756,6/14/13 19:45,35,35,38,0.77,30,100
110-04614,6/14/13 19:45,66.27,52,64,0.15,30,100
110-05754,6/14/13 19:45,35.73,29,36,0.37,30,97.4
110-10237,6/14/13 19:45,30,30,32,0.12,20,0
110P04131,6/14/13 19:45,45.47,36,47,0.57,30,100
110+05757,6/14/13 19:45,32.93,36,38,0.81,30,100
110N04645,6/14/13 19:45,61.13,52,62,0.6,30,100
110N04131,6/14/13 19:45,50.4,43,52,0.48,30,100
110+04614,6/14/13 19:45,59.07,46,62,0.15,30,100
110P04161,6/14/13 19:45,38.6,37,42,0.03,30,100
110+04131,6/14/13 19:45,46.73,31,47,0.01,30,69.8
110+10238,6/14/13 19:45,27,27,32,0.13,20,0
110+05755,6/14/13 19:45,35.67,20,34,0.37,30,80.6
110P04645,6/14/13 20:00,63.33,60,61,0.76,30,100
110N04131,6/14/13 20:00,51.13,49,52,0.48,30,100
110+05757,6/14/13 20:00,39.2,36,38,0.68,30,100
110+04303,6/14/13 20:00,57,57,60,0.09,20,0
110+04614,6/14/13 20:00,62,60,62,0.14,30,100
110-10237,6/14/13 20:00,29,29,32,0.12,20,0
110-05754,6/14/13 20:00,37.67,30,36,0.35,30,92
110N04645,6/14/13 20:00,60.8,57,62,0.6,30,100
110+05755,6/14/13 20:00,33.4,28,34,0.4,30,92
110P04161,6/14/13 20:00,34.4,40,42,0.04,30,70.07
110N04161,6/14/13 20:00,49.6,46,47,0.03,30,48.8
110+04131,6/14/13 20:00,51.87,39,47,0.01,30,53.8
110-05756,6/14/13 20:00,36,36,38,0.75,24.67,46.67
110P04131,6/14/13 20:00,49.47,42,47,0.52,30,46.47
110-04614,6/14/13 20:00,65.53,60,64,0.15,30,100
110+10238,6/14/13 20:00,32,32,32,0.11,20,0
110+04614,6/14/13 20:15,64.93,60,62,0.13,30,100
110-10237,6/14/13 20:15,29,29,32,0.12,20,0
110P04161,6/14/13 20:15,39.2,40,42,0.03,30,100
110P04645,6/14/13 20:15,63,60,61,0.76,30,100
110+10238,6/14/13 20:15,32,32,32,0.11,26,46.67
110P04131,6/14/13 20:15,51.8,42,47,0.5,30,58.53
110N04645,6/14/13 20:15,61.07,57,62,0.6,30,100
110+05757,6/14/13 20:15,37.33,36,38,0.71,30,100
110N04131,6/14/13 20:15,50.07,49,52,0.49,30,96.67
110-05754,6/14/13 20:15,36.13,30,36,0.37,30,96.6
110+05755,6/14/13 20:15,32.2,28,34,0.41,30,93.53
110N04161,6/14/13 20:15,45.2,46,47,0.03,24.67,46.67
110-04614,6/14/13 20:15,64.93,60,64,0.15,30,100
110+04303,6/14/13 20:15,58,57,60,0.09,30,100
110+04131,6/14/13 20:15,54.67,39,47,0.01,30,57.6
110-05756,6/14/13 20:15,36,36,38,0.75,20,0
110P04161,6/14/13 20:30,39.73,40,42,0.03,22.67,26.67
110N04161,6/14/13 20:30,49.73,46,47,0.03,30,83.47
110N04131,6/14/13 20:30,53,49,52,0.46,30,83.93
110-10237,6/14/13 20:30,29,29,32,0.12,20,0
110+04614,6/14/13 20:30,66.07,60,62,0.13,30,92.47
110-04614,6/14/13 20:30,66.6,60,64,0.15,30,93.53
110-05756,6/14/13 20:30,36,36,38,0.75,20,0
110P04131,6/14/13 20:30,47.33,42,47,0.55,30,76.53
110N04645,6/14/13 20:30,62.93,57,62,0.58,30,84.93
110+04303,6/14/13 20:30,57.27,57,60,0.09,22.67,26.67
110+10238,6/14/13 20:30,32,32,32,0.11,27.33,73.33
110+04131,6/14/13 20:30,49,39,47,0.01,30,89.13
110-05754,6/14/13 20:30,36.67,30,36,0.36,30,97.27
110+05755,6/14/13 20:30,33.4,28,34,0.4,30,77.73
110+05757,6/14/13 20:30,36.13,36,38,0.74,26.67,66.67
110P04645,6/14/13 20:30,62.4,60,61,0.77,30,100
110+05757,6/14/13 20:45,36.93,36,38,0.72,24.67,46.67
110-05754,6/14/13 20:45,38.6,30,36,0.34,30,95
110+04303,6/14/13 20:45,57,57,60,0.09,20,0
110+04131,6/14/13 20:45,53.2,39,47,0.01,30,69.2
110N04161,6/14/13 20:45,50.13,46,47,0.03,29.33,87.6
110+10238,6/14/13 20:45,32,32,32,0.11,20,0
110P04131,6/14/13 20:45,50.6,42,47,0.51,30,84.87
110-05756,6/14/13 20:45,36,36,38,0.75,20,0
110+04614,6/14/13 20:45,62,60,62,0.14,30,99.73
110P04645,6/14/13 20:45,61.8,60,61,0.78,30,100
110-10237,6/14/13 20:45,29,29,32,0.12,20,0
110N04645,6/14/13 20:45,62.33,57,62,0.59,30,91.67
